jobid,exename,numnodes,numcpus,numtasks,executiontime,start,end,power,memory,appname,taskspercpu,taskspernode,user
5173,vasp_std,1,272,1,843,2020-11-12T22:50:26,2020-11-12T23:04:29,168.179,15778800,vasp,0.003676471,1,user_13
5174,vasp_std,1,272,1,911,2020-11-12T22:50:26,2020-11-12T23:05:37,168.1,13656100,vasp,0.003676471,1,user_13
5175,vasp_std,1,272,1,762,2020-11-12T22:50:26,2020-11-12T23:03:08,168.118,13627100,vasp,0.003676471,1,user_13
5176,vasp_std,1,272,1,741,2020-11-12T22:50:26,2020-11-12T23:02:47,164.052,15386800,vasp,0.003676471,1,user_13
5177,vasp_std,1,272,1,727,2020-11-12T22:50:26,2020-11-12T23:02:33,161.616,11090200,vasp,0.003676471,1,user_13
5178,vasp_std,1,272,1,823,2020-11-12T22:50:26,2020-11-12T23:04:09,159.25,12179600,vasp,0.003676471,1,user_13
5179,vasp_std,1,272,1,865,2020-11-12T22:54:00,2020-11-12T23:08:25,156.72,12882700,vasp,0.003676471,1,user_13
5180,vasp_std,1,272,1,922,2020-11-12T22:54:00,2020-11-12T23:09:22,157.048,13497400,vasp,0.003676471,1,user_13
5181,vasp_std,1,272,1,854,2020-11-12T22:54:00,2020-11-12T23:08:14,161.87,11525200,vasp,0.003676471,1,user_13
5182,vasp_std,1,272,1,904,2020-11-12T22:54:00,2020-11-12T23:09:04,161.072,13908200,vasp,0.003676471,1,user_13
5183,vasp_std,1,272,1,797,2020-11-12T22:54:00,2020-11-12T23:07:17,167.445,12359600,vasp,0.003676471,1,user_13
5184,vasp_std,1,272,1,745,2020-11-12T22:54:00,2020-11-12T23:06:25,161.393,14651400,vasp,0.003676471,1,user_13
5185,vasp_std,1,272,1,872,2020-11-12T22:54:00,2020-11-12T23:08:32,161.134,14161400,vasp,0.003676471,1,user_13
5186,vasp_std,1,272,1,752,2020-11-12T22:54:00,2020-11-12T23:06:32,164.194,18875000,vasp,0.003676471,1,user_13
5187,vasp_std,1,272,1,872,2020-11-12T22:54:00,2020-11-12T23:08:32,162.407,20124200,vasp,0.003676471,1,user_13
5188,vasp_std,1,272,1,871,2020-11-12T22:54:00,2020-11-12T23:08:31,155.483,12782900,vasp,0.003676471,1,user_13
5189,vasp_std_knl,1,272,1,805,2020-11-12T22:54:00,2020-11-12T23:07:25,160.93,19072500,vasp,0.003676471,1,user_13
5190,vasp_std,1,272,1,729,2020-11-12T23:29:55,2020-11-12T23:42:04,161.767,18644900,vasp,0.003676471,1,user_13
5191,vasp_std,1,272,1,822,2020-11-12T23:29:55,2020-11-12T23:43:37,159.538,14297500,vasp,0.003676471,1,user_13
5192,vasp_std,1,272,1,781,2020-11-12T23:33:11,2020-11-12T23:46:12,161.186,12456300,vasp,0.003676471,1,user_13
5193,vasp_std,1,272,1,3323,2020-11-13T02:46:45,2020-11-13T03:42:08,172.786,39066300,vasp,0.003676471,1,user_13
5194,vasp_gam,1,272,1,3690,2020-11-13T18:52:41,2020-11-13T19:54:11,170.775,30897000,vasp,0.003676471,1,user_13
5195,vasp_std,1,272,1,3611,2020-11-13T19:44:52,2020-11-13T20:45:03,166.457,31407100,vasp,0.003676471,1,user_13
5196,vasp_std,1,272,1,4063,2020-11-13T19:44:52,2020-11-13T20:52:35,174.941,32724900,vasp,0.003676471,1,user_13
5197,vasp_std,1,272,1,3904,2020-11-13T19:44:52,2020-11-13T20:49:56,172.339,32607700,vasp,0.003676471,1,user_13
5198,vasp_std,1,272,1,3761,2020-11-13T20:08:26,2020-11-13T21:11:07,160.972,33087500,vasp,0.003676471,1,user_13
5199,vasp_gam,1,272,1,3622,2020-11-13T20:08:27,2020-11-13T21:08:49,169.663,31878700,vasp,0.003676471,1,user_13
5200,vasp_std,1,272,1,3863,2020-11-13T22:22:46,2020-11-13T23:27:09,172.269,31605600,vasp,0.003676471,1,user_13
5201,vasp_std,1,272,1,3459,2020-11-13T22:26:17,2020-11-13T23:23:56,171.088,32356400,vasp,0.003676471,1,user_13
5202,vasp_std,1,272,1,3617,2020-11-13T22:29:39,2020-11-13T23:29:56,169.754,31424200,vasp,0.003676471,1,user_13
5203,vasp_std,1,272,1,3555,2020-11-14T04:27:05,2020-11-14T05:26:20,165.705,32131900,vasp,0.003676471,1,user_13
5204,vasp_std,1,272,1,3736,2020-11-14T04:34:59,2020-11-14T05:37:15,173.123,33114600,vasp,0.003676471,1,user_13
5205,vasp_std,1,272,1,3483,2020-11-14T04:47:36,2020-11-14T05:45:39,175.745,31951400,vasp,0.003676471,1,user_13
5206,vasp_std,1,272,1,3305,2020-11-14T05:10:18,2020-11-14T06:05:23,168.034,31828500,vasp,0.003676471,1,user_13
5207,vasp_std,1,272,1,3659,2020-11-14T05:17:55,2020-11-14T06:18:54,168.368,32199900,vasp,0.003676471,1,user_13
5208,vasp_std,1,272,1,3252,2020-11-14T05:18:19,2020-11-14T06:12:31,171.433,32829900,vasp,0.003676471,1,user_13
5209,vasp_std,1,272,1,3274,2020-11-14T05:20:54,2020-11-14T06:15:28,164.354,32191100,vasp,0.003676471,1,user_13
5210,vasp_std,1,272,1,3505,2020-11-14T05:20:55,2020-11-14T06:19:20,172.066,32289500,vasp,0.003676471,1,user_13
5211,vasp_std,1,272,1,3689,2020-11-14T05:20:55,2020-11-14T06:22:24,177.204,33234000,vasp,0.003676471,1,user_13
5212,vasp_wannier_ncl_cori,1,272,1,3915,2020-11-14T05:20:55,2020-11-14T06:26:10,166.976,32074300,vasp,0.003676471,1,user_13
5213,vasp_gam,1,272,1,4128,2020-11-14T05:20:55,2020-11-14T06:29:43,166.265,32243900,vasp,0.003676471,1,user_13
5214,vasp_std,1,272,1,3701,2020-11-14T05:25:55,2020-11-14T06:27:36,176.711,30821000,vasp,0.003676471,1,user_13
5215,vasp_std,1,272,1,3504,2020-11-14T05:25:55,2020-11-14T06:24:19,173.781,32062600,vasp,0.003676471,1,user_13
5216,vasp_std,1,272,1,3491,2020-11-14T05:25:55,2020-11-14T06:24:06,174.555,31983400,vasp,0.003676471,1,user_13
5217,vasp_std,1,272,1,3653,2020-11-14T05:25:55,2020-11-14T06:26:48,167.729,31301200,vasp,0.003676471,1,user_13
5218,vasp_std,1,272,1,3850,2020-11-14T05:28:20,2020-11-14T06:32:30,165.869,31885100,vasp,0.003676471,1,user_13
5219,vasp_std,1,272,1,3269,2020-11-14T05:28:20,2020-11-14T06:22:49,173.766,31646400,vasp,0.003676471,1,user_13
5220,vasp_std,1,272,1,3658,2020-11-14T05:28:20,2020-11-14T06:29:18,173.681,32088200,vasp,0.003676471,1,user_13
5221,vasp_std,1,272,1,4083,2020-11-14T05:28:20,2020-11-14T06:36:23,161.944,31720500,vasp,0.003676471,1,user_13
5222,vasp_std,1,272,1,3533,2020-11-14T05:33:11,2020-11-14T06:32:04,172.527,31975000,vasp,0.003676471,1,user_13
5223,vasp_std,1,272,1,3882,2020-11-14T05:33:12,2020-11-14T06:37:54,165.344,32888400,vasp,0.003676471,1,user_13
5224,vasp_gam,1,272,1,3323,2020-11-14T05:33:12,2020-11-14T06:28:35,170.411,31272600,vasp,0.003676471,1,user_13
5225,vasp_std,1,272,1,3614,2020-11-14T05:33:12,2020-11-14T06:33:26,168.45,31391900,vasp,0.003676471,1,user_13
5226,vasp_std,1,272,1,3323,2020-11-14T05:33:12,2020-11-14T06:28:35,176.235,32225000,vasp,0.003676471,1,user_13
5227,vasp_std,1,272,1,3899,2020-11-14T05:35:39,2020-11-14T06:40:38,167.938,32409100,vasp,0.003676471,1,user_13
5228,vasp_std,1,272,1,3491,2020-11-14T05:35:39,2020-11-14T06:33:50,175.058,31544200,vasp,0.003676471,1,user_13
5229,vasp_std,1,272,1,3479,2020-11-14T05:35:39,2020-11-14T06:33:38,169.58,32213000,vasp,0.003676471,1,user_13
5230,vasp_std,1,272,1,3449,2020-11-14T05:35:39,2020-11-14T06:33:08,170.39,31556100,vasp,0.003676471,1,user_13
5231,vasp_std,1,272,1,3897,2020-11-14T05:42:43,2020-11-14T06:47:40,166.14,31878100,vasp,0.003676471,1,user_13
5232,vasp_std,1,272,1,3284,2020-11-14T05:42:43,2020-11-14T06:37:27,172.994,31467300,vasp,0.003676471,1,user_13
5233,vasp_std,1,272,1,3247,2020-11-14T05:45:01,2020-11-14T06:39:08,168.272,32424800,vasp,0.003676471,1,user_13
5234,vasp_std,1,272,1,3507,2020-11-14T05:47:22,2020-11-14T06:45:49,176.05,32267700,vasp,0.003676471,1,user_13
5235,vasp_std,1,272,1,3495,2020-11-14T05:50:08,2020-11-14T06:48:23,169.402,32183600,vasp,0.003676471,1,user_13
5236,vasp_std,1,272,1,3960,2020-11-14T06:03:32,2020-11-14T07:09:32,169.86,32027700,vasp,0.003676471,1,user_13
5237,vasp_std,1,272,1,3646,2020-11-14T06:03:32,2020-11-14T07:04:18,168.584,32005500,vasp,0.003676471,1,user_13
5238,vasp_gam,1,272,1,3890,2020-11-14T06:03:32,2020-11-14T07:08:22,167.048,31703500,vasp,0.003676471,1,user_13
5239,vasp_std,1,272,1,3862,2020-11-14T06:03:32,2020-11-14T07:07:54,169.396,31827400,vasp,0.003676471,1,user_13
5240,vasp_std,1,272,1,3851,2020-11-14T06:03:32,2020-11-14T07:07:43,171.713,31822600,vasp,0.003676471,1,user_13
5241,vasp_std,1,272,1,3295,2020-11-14T06:03:33,2020-11-14T06:58:28,173.313,32224000,vasp,0.003676471,1,user_13
5242,vasp_std,1,272,1,3523,2020-11-14T06:15:52,2020-11-14T07:14:35,169.707,32343200,vasp,0.003676471,1,user_13
5243,vasp_std,1,272,1,3905,2020-11-14T06:28:07,2020-11-14T07:33:12,160.608,32623800,vasp,0.003676471,1,user_13
5244,vasp_std,1,272,1,3250,2020-11-14T06:28:07,2020-11-14T07:22:17,176.216,31888700,vasp,0.003676471,1,user_13
5245,vasp_gam,1,272,1,3478,2020-11-14T06:47:43,2020-11-14T07:45:41,169.998,31636700,vasp,0.003676471,1,user_13
5246,vasp_gam,1,272,1,3273,2020-11-14T08:43:23,2020-11-14T09:37:56,174.415,31305500,vasp,0.003676471,1,user_13
5247,vasp_std_knl,1,272,1,3462,2020-11-14T08:43:23,2020-11-14T09:41:05,168.693,32025000,vasp,0.003676471,1,user_13
5248,vasp_std,1,272,1,3509,2020-11-14T08:43:23,2020-11-14T09:41:52,177.395,32956900,vasp,0.003676471,1,user_13
5249,vasp_std_knl,1,272,1,3615,2020-11-14T08:43:23,2020-11-14T09:43:38,167.281,32643300,vasp,0.003676471,1,user_13
5250,vasp_std,1,272,1,3583,2020-11-14T09:50:57,2020-11-14T10:50:40,168.41,30771700,vasp,0.003676471,1,user_13
5251,vasp_std,1,272,1,3965,2020-11-14T11:27:23,2020-11-14T12:33:28,166.708,32722100,vasp,0.003676471,1,user_13
5252,vasp_std,1,272,1,3273,2020-11-14T11:27:23,2020-11-14T12:21:56,173.25,32785800,vasp,0.003676471,1,user_13
5253,vasp_std,1,272,1,3601,2020-11-14T11:27:23,2020-11-14T12:27:24,170.419,32197700,vasp,0.003676471,1,user_13
5254,vasp_std,1,272,1,3255,2020-11-14T11:36:05,2020-11-14T12:30:20,173.712,32301900,vasp,0.003676471,1,user_13
5255,vasp_std,1,272,1,3302,2020-11-14T11:36:05,2020-11-14T12:31:07,179.626,32388700,vasp,0.003676471,1,user_13
5256,vaspzfix,1,272,1,3632,2020-11-14T12:23:12,2020-11-14T13:23:44,169.644,31966700,vasp,0.003676471,1,user_13
5257,vasp_std_knl,1,272,1,3522,2020-11-14T13:09:08,2020-11-14T14:07:50,171.114,32362700,vasp,0.003676471,1,user_13
5258,vasp_std,1,272,1,3519,2020-11-14T13:13:43,2020-11-14T14:12:22,168.351,32370700,vasp,0.003676471,1,user_13
5259,vasp_std,1,272,1,3638,2020-11-14T14:01:37,2020-11-14T15:02:15,166.162,31603600,vasp,0.003676471,1,user_13
5260,vasp_std,1,272,1,3604,2020-11-14T14:01:56,2020-11-14T15:02:00,177.208,31810600,vasp,0.003676471,1,user_13
5261,vasp_std,1,272,1,3753,2020-11-14T14:13:42,2020-11-14T15:16:15,173.135,32381600,vasp,0.003676471,1,user_13
5262,vasp_std,1,272,1,3869,2020-11-14T14:17:38,2020-11-14T15:22:07,166.476,32047700,vasp,0.003676471,1,user_13
5263,vasp_std,1,272,1,3539,2020-11-14T14:19:35,2020-11-14T15:18:34,170.1,31540600,vasp,0.003676471,1,user_13
5264,vasp_std,1,272,1,3512,2020-11-14T16:41:54,2020-11-14T17:40:26,171.052,32639500,vasp,0.003676471,1,user_13
5265,vasp_std,1,272,1,3494,2020-11-14T16:42:11,2020-11-14T17:40:25,177.138,32402800,vasp,0.003676471,1,user_13
5266,vasp_std,1,272,1,3271,2020-11-14T16:42:11,2020-11-14T17:36:42,169.937,32251400,vasp,0.003676471,1,user_13
5267,vasp_std,1,272,1,3494,2020-11-14T16:47:50,2020-11-14T17:46:04,179.38,32105300,vasp,0.003676471,1,user_13
5268,vasp_std,1,272,1,3621,2020-11-14T16:57:20,2020-11-14T17:57:41,175.485,31729300,vasp,0.003676471,1,user_13
5269,vasp_std,1,272,1,3717,2020-11-14T17:01:32,2020-11-14T18:03:29,171.364,32526600,vasp,0.003676471,1,user_13
5270,vasp_std,1,272,1,3882,2020-11-14T17:52:58,2020-11-14T18:57:40,158.741,32318500,vasp,0.003676471,1,user_13
5271,vasp_std,1,272,1,3977,2020-11-14T18:07:25,2020-11-14T19:13:42,170.106,31399900,vasp,0.003676471,1,user_13
5272,vasp_std,1,272,1,3853,2020-11-14T18:26:24,2020-11-14T19:30:37,162.742,31462000,vasp,0.003676471,1,user_13
5273,vasp_std,1,272,1,3876,2020-11-14T19:12:35,2020-11-14T20:17:11,161.451,31829700,vasp,0.003676471,1,user_13
5274,vasp_gam,1,272,1,3277,2020-11-14T19:12:35,2020-11-14T20:07:12,172.788,31383800,vasp,0.003676471,1,user_13
5275,vasp_std,1,272,1,3508,2020-11-14T19:29:52,2020-11-14T20:28:20,178.519,32365400,vasp,0.003676471,1,user_13
5276,vasp_std,1,272,1,3742,2020-11-14T19:33:19,2020-11-14T20:35:41,157.251,32465200,vasp,0.003676471,1,user_13
5277,vasp_std,1,272,1,3508,2020-11-14T19:36:18,2020-11-14T20:34:46,172.48,31700400,vasp,0.003676471,1,user_13
5278,vasp_std,1,272,1,3869,2020-11-14T19:45:03,2020-11-14T20:49:32,174.915,32957000,vasp,0.003676471,1,user_13
5279,vasp_std,1,272,1,3508,2020-11-15T01:23:30,2020-11-15T02:21:58,169.203,31327300,vasp,0.003676471,1,user_13
5280,vasp_std,1,272,1,4354,2020-11-15T01:23:30,2020-11-15T02:36:04,172.103,34406500,vasp,0.003676471,1,user_13
5281,vasp_std,1,272,1,3503,2020-11-15T01:23:30,2020-11-15T02:21:53,173.82,32443400,vasp,0.003676471,1,user_13
5282,vasp_std,1,272,1,3261,2020-11-15T02:18:53,2020-11-15T03:13:14,168.148,30984400,vasp,0.003676471,1,user_13
5283,vasp.611.cori_ncl,1,272,1,3510,2020-11-15T02:19:10,2020-11-15T03:17:40,167.907,31907400,vasp,0.003676471,1,user_13
5284,vasp_std_knl,1,272,1,3595,2020-11-15T05:30:55,2020-11-15T06:30:50,160.209,31850600,vasp,0.003676471,1,user_13
5285,vasp_std,1,272,1,3279,2020-11-15T05:30:56,2020-11-15T06:25:35,163.799,32848600,vasp,0.003676471,1,user_13
5286,vasp_std,1,272,1,3250,2020-11-15T05:56:16,2020-11-15T06:50:26,174.998,32223300,vasp,0.003676471,1,user_13
5287,vasp_std,1,272,1,3248,2020-11-15T05:58:30,2020-11-15T06:52:38,167.312,31864500,vasp,0.003676471,1,user_13
5288,vasp_std_knl_20170629,1,272,1,3637,2020-11-15T06:02:16,2020-11-15T07:02:53,168.813,32154000,vasp,0.003676471,1,user_13
5289,vasp.544.cori.knl_noncol,1,272,1,3263,2020-11-15T06:02:36,2020-11-15T06:56:59,172.652,31863300,vasp,0.003676471,1,user_13
5290,vasp_std_knl,1,272,1,3761,2020-11-15T06:02:36,2020-11-15T07:05:17,168.417,31165000,vasp,0.003676471,1,user_13
5291,vasp_gam,1,272,1,3246,2020-11-15T06:02:36,2020-11-15T06:56:42,173.69,30859000,vasp,0.003676471,1,user_13
5292,vasp_std_fixed_c,1,272,1,3313,2020-11-15T06:02:36,2020-11-15T06:57:49,172.692,32293500,vasp,0.003676471,1,user_13
5293,vasp_std_fixed_c,1,272,1,3877,2020-11-15T06:11:30,2020-11-15T07:16:07,174.747,32085000,vasp,0.003676471,1,user_13
5294,vasp_gam_fixed_c,1,272,1,3648,2020-11-15T06:11:30,2020-11-15T07:12:18,168.246,31482400,vasp,0.003676471,1,user_13
5295,vasp_std,1,272,1,3711,2020-11-15T06:11:30,2020-11-15T07:13:21,169.443,30895900,vasp,0.003676471,1,user_13
5296,vasp_gam_fixed_c,1,272,1,3287,2020-11-15T06:11:30,2020-11-15T07:06:17,169.344,31378900,vasp,0.003676471,1,user_13
5297,vasp_std,1,272,1,3920,2020-11-15T06:11:30,2020-11-15T07:16:50,172.719,32222400,vasp,0.003676471,1,user_13
5298,vasp_std,1,272,1,3687,2020-11-15T06:25:55,2020-11-15T07:27:22,171.683,32765900,vasp,0.003676471,1,user_13
5299,vasp_std,1,272,1,3254,2020-11-15T06:25:55,2020-11-15T07:20:09,169.617,32374400,vasp,0.003676471,1,user_13
5300,vasp_std,1,272,1,3590,2020-11-15T06:26:03,2020-11-15T07:25:53,168.515,31022600,vasp,0.003676471,1,user_13
5301,vasp_std,1,272,1,3706,2020-11-15T06:26:03,2020-11-15T07:27:49,170.442,32657100,vasp,0.003676471,1,user_13
5302,vasp_std,1,272,1,3274,2020-11-15T06:26:03,2020-11-15T07:20:37,171.764,31647600,vasp,0.003676471,1,user_13
5303,vasp_std,1,272,1,3851,2020-11-15T06:28:07,2020-11-15T07:32:18,159.627,32111100,vasp,0.003676471,1,user_13
5304,vasp_std,1,272,1,3263,2020-11-15T06:30:05,2020-11-15T07:24:28,171.624,31559700,vasp,0.003676471,1,user_13
5305,vasp_std,1,272,1,3525,2020-11-15T06:30:05,2020-11-15T07:28:50,177.759,32116600,vasp,0.003676471,1,user_13
5306,vasp_std,1,272,1,3640,2020-11-15T06:32:07,2020-11-15T07:32:47,162.225,30953300,vasp,0.003676471,1,user_13
5307,vasp_std_knl_20170629,1,272,1,3300,2020-11-15T06:38:29,2020-11-15T07:33:29,164.855,32351700,vasp,0.003676471,1,user_13
5308,vasp_std,1,272,1,3594,2020-11-15T06:38:29,2020-11-15T07:38:23,170.805,32014400,vasp,0.003676471,1,user_13
5309,vasp_std,1,272,1,3583,2020-11-15T06:49:04,2020-11-15T07:48:47,168.788,31612400,vasp,0.003676471,1,user_13
5310,vasp_gam,1,272,1,3256,2020-11-15T06:51:16,2020-11-15T07:45:32,167.749,32174900,vasp,0.003676471,1,user_13
5311,vasp_std,1,272,1,3619,2020-11-15T06:51:16,2020-11-15T07:51:35,171.126,32001700,vasp,0.003676471,1,user_13
5312,vasp_std,1,272,1,3273,2020-11-15T06:53:32,2020-11-15T07:48:05,168.459,32273700,vasp,0.003676471,1,user_13
5313,vasp_std,1,272,1,4024,2020-11-15T06:57:44,2020-11-15T08:04:48,162.415,31644000,vasp,0.003676471,1,user_13
5314,vasp_std,1,272,1,3913,2020-11-15T17:15:47,2020-11-15T18:21:00,166.54,33554100,vasp,0.003676471,1,user_13
5315,vasp_std,1,272,1,3285,2020-11-15T17:51:56,2020-11-15T18:46:41,173.133,32503900,vasp,0.003676471,1,user_13
5316,vasp_std,1,272,1,3339,2020-11-15T17:52:18,2020-11-15T18:47:57,171.006,32287800,vasp,0.003676471,1,user_13
5317,vasp_std,1,272,1,3735,2020-11-15T18:13:21,2020-11-15T19:15:36,172.363,33712200,vasp,0.003676471,1,user_13
5318,vasp_std,1,272,1,3909,2020-11-15T18:47:58,2020-11-15T19:53:07,169.315,32656000,vasp,0.003676471,1,user_13
5319,vasp_std,1,272,1,3495,2020-11-15T21:12:30,2020-11-15T22:10:45,172.938,31299700,vasp,0.003676471,1,user_13
5320,vasp_std,1,272,1,3497,2020-11-15T21:12:54,2020-11-15T22:11:11,169.931,31161700,vasp,0.003676471,1,user_13
5321,vasp_std,1,272,1,3594,2020-11-15T21:12:54,2020-11-15T22:12:48,166.129,31113200,vasp,0.003676471,1,user_13
5322,vasp_std,1,272,1,3716,2020-11-15T21:14:32,2020-11-15T22:16:28,169.562,33237200,vasp,0.003676471,1,user_13
5323,vasp_std,1,272,1,4107,2020-11-15T21:14:32,2020-11-15T22:22:59,166.094,32567600,vasp,0.003676471,1,user_13
5324,vasp_std,1,272,1,3633,2020-11-15T21:34:21,2020-11-15T22:34:54,172.784,30953700,vasp,0.003676471,1,user_13
5325,vasp_std,1,272,1,4081,2020-11-15T21:37:34,2020-11-15T22:45:35,169.739,31892300,vasp,0.003676471,1,user_13
5326,vasp_std,1,272,1,3328,2020-11-15T21:37:34,2020-11-15T22:33:02,177.807,31637500,vasp,0.003676471,1,user_13
5327,vasp_std,1,272,1,3495,2020-11-15T21:37:34,2020-11-15T22:35:49,170.722,31257500,vasp,0.003676471,1,user_13
5328,vasp_ncl,1,272,1,3461,2020-11-15T21:56:38,2020-11-15T22:54:19,169.83,32127400,vasp,0.003676471,1,user_13
5329,vasp_std,1,272,1,3516,2020-11-15T21:56:38,2020-11-15T22:55:14,176.294,32782900,vasp,0.003676471,1,user_13
5330,vasp_std,1,272,1,3857,2020-11-16T00:16:20,2020-11-16T01:20:37,176.975,32272000,vasp,0.003676471,1,user_13
5331,vasp_std,1,272,1,3444,2020-11-16T00:16:20,2020-11-16T01:13:44,169.133,32078800,vasp,0.003676471,1,user_13
5332,vasp_std,1,272,1,3343,2020-11-16T00:24:32,2020-11-16T01:20:15,177.75,32746700,vasp,0.003676471,1,user_13
5333,vasp_std,1,272,1,3856,2020-11-16T00:24:32,2020-11-16T01:28:48,167.086,32437700,vasp,0.003676471,1,user_13
5334,vasp_std,1,272,1,3270,2020-11-16T00:36:25,2020-11-16T01:30:55,173.847,32043300,vasp,0.003676471,1,user_13
5335,vasp_std,1,272,1,3543,2020-11-16T00:41:24,2020-11-16T01:40:27,173.355,32227600,vasp,0.003676471,1,user_13
5336,vasp_std,1,272,1,3740,2020-11-16T00:41:24,2020-11-16T01:43:44,180.671,33559200,vasp,0.003676471,1,user_13
5337,vasp_std,1,272,1,3890,2020-11-16T00:41:24,2020-11-16T01:46:14,164.82,31915600,vasp,0.003676471,1,user_13
5338,vasp_std,1,272,1,3598,2020-11-16T03:10:29,2020-11-16T04:10:27,164.267,32694400,vasp,0.003676471,1,user_13
5339,vasp_std,1,272,1,3579,2020-11-16T03:17:23,2020-11-16T04:17:02,174.132,33296700,vasp,0.003676471,1,user_13
5340,vasp_std,1,272,1,3912,2020-11-16T03:22:58,2020-11-16T04:28:10,177.14,32512600,vasp,0.003676471,1,user_13
5341,vasp_std,1,272,1,3640,2020-11-16T03:22:58,2020-11-16T04:23:38,172.034,32150400,vasp,0.003676471,1,user_13
5342,vasp_std,1,272,1,3614,2020-11-16T03:22:58,2020-11-16T04:23:12,170.621,31029200,vasp,0.003676471,1,user_13
5343,vasp_std,1,272,1,3615,2020-11-16T03:24:46,2020-11-16T04:25:01,169.911,32244800,vasp,0.003676471,1,user_13
5344,vasp_std,1,272,1,3892,2020-11-16T04:57:09,2020-11-16T06:02:01,165.552,32303200,vasp,0.003676471,1,user_13
5345,vasp_std,1,272,1,3298,2020-11-16T06:15:19,2020-11-16T07:10:17,173.308,32577900,vasp,0.003676471,1,user_13
5346,vasp_std,1,272,1,3884,2020-11-16T06:49:32,2020-11-16T07:54:16,177.387,32186800,vasp,0.003676471,1,user_13
5347,vasp_std,1,272,1,4094,2020-11-16T08:37:55,2020-11-16T09:46:09,170.792,33057500,vasp,0.003676471,1,user_13
5348,vasp_std,1,272,1,4175,2020-11-16T08:37:55,2020-11-16T09:47:30,164.599,33043000,vasp,0.003676471,1,user_13
5349,vasp_std,1,272,1,3860,2020-11-16T08:48:10,2020-11-16T09:52:30,166.603,32307600,vasp,0.003676471,1,user_13
5350,vasp_std,1,272,1,3954,2020-11-16T09:07:46,2020-11-16T10:13:40,172.291,33443000,vasp,0.003676471,1,user_13
5351,vasp_std,1,272,1,3976,2020-11-16T09:10:41,2020-11-16T10:16:57,172.2,32695600,vasp,0.003676471,1,user_13
5352,vasp_std,1,272,1,3507,2020-11-16T09:31:54,2020-11-16T10:30:21,180.632,32713200,vasp,0.003676471,1,user_13
5353,vasp_std,1,272,1,3512,2020-11-16T10:04:19,2020-11-16T11:02:51,170.631,32539400,vasp,0.003676471,1,user_13
5354,vasp_std,1,272,1,3255,2020-11-16T10:22:48,2020-11-16T11:17:03,171.296,30936400,vasp,0.003676471,1,user_13
5355,vasp_std,1,272,1,4375,2020-11-16T10:22:48,2020-11-16T11:35:43,162.374,33042700,vasp,0.003676471,1,user_13
5356,vasp_std_knl,1,272,1,3264,2020-11-16T10:36:39,2020-11-16T11:31:03,167.497,31368400,vasp,0.003676471,1,user_13
5357,vasp_gam,1,272,1,3603,2020-11-16T10:36:39,2020-11-16T11:36:42,171.397,32502600,vasp,0.003676471,1,user_13
5358,vasp_std,1,272,1,3255,2020-11-16T11:01:31,2020-11-16T11:55:46,171.34,32159200,vasp,0.003676471,1,user_13
5359,vasp_std,1,272,1,3818,2020-11-16T11:01:31,2020-11-16T12:05:09,170.579,32652700,vasp,0.003676471,1,user_13
5360,vasp_std,1,272,1,3880,2020-11-16T11:01:31,2020-11-16T12:06:11,163.24,31399300,vasp,0.003676471,1,user_13
5361,vasp_std,1,272,1,3345,2020-11-16T11:01:31,2020-11-16T11:57:16,169.889,32547400,vasp,0.003676471,1,user_13
5362,vasp_std,1,272,1,3914,2020-11-16T11:01:31,2020-11-16T12:06:45,169.812,32487700,vasp,0.003676471,1,user_13
5363,vasp_std,1,272,1,3952,2020-11-16T11:01:31,2020-11-16T12:07:23,173.251,33208500,vasp,0.003676471,1,user_13
5364,vasp_std,1,272,1,3614,2020-11-16T11:01:31,2020-11-16T12:01:45,166.663,32202300,vasp,0.003676471,1,user_13
5365,vasp_std,1,272,1,3561,2020-11-16T11:01:31,2020-11-16T12:00:52,171.175,33436900,vasp,0.003676471,1,user_13
5366,vasp_std,1,272,1,3498,2020-11-16T13:05:27,2020-11-16T14:03:45,173.522,33260300,vasp,0.003676471,1,user_13
5367,vasp_gam,1,272,1,3515,2020-11-16T13:08:35,2020-11-16T14:07:10,179.65,31265800,vasp,0.003676471,1,user_13
5368,vasp_std,1,272,1,3610,2020-11-16T14:17:52,2020-11-16T15:18:02,176.917,31810600,vasp,0.003676471,1,user_13
5369,vasp_std,1,272,1,3258,2020-11-16T14:17:52,2020-11-16T15:12:10,166.358,31907600,vasp,0.003676471,1,user_13
5370,vasp_std,1,272,1,3684,2020-11-16T14:23:24,2020-11-16T15:24:48,174.196,32087200,vasp,0.003676471,1,user_13
5371,vasp_std,1,272,1,3954,2020-11-16T14:23:24,2020-11-16T15:29:18,165.973,32302100,vasp,0.003676471,1,user_13
5372,vasp_std,1,272,1,3852,2020-11-16T18:09:24,2020-11-16T19:13:36,169.695,31409200,vasp,0.003676471,1,user_13
5373,vasp_std,1,272,1,3867,2020-11-16T18:12:12,2020-11-16T19:16:39,171.973,32274600,vasp,0.003676471,1,user_13
5374,vasp_std,1,272,1,3494,2020-11-16T18:17:33,2020-11-16T19:15:47,164.401,31584600,vasp,0.003676471,1,user_13
5375,vasp_std,1,272,1,3917,2020-11-16T18:22:43,2020-11-16T19:28:00,174.952,31706600,vasp,0.003676471,1,user_13
